loss,accuracy
0.01785024255514145,0.24519368723098997
0.01747427135705948,0.2883787661406026
0.01699146442115307,0.2804878048780488
0.01638619601726532,0.3401721664275466
0.015648508444428444,0.41362984218077475
0.014838975854218006,0.4800573888091822
0.013998185284435749,0.5124820659971305
0.01317628100514412,0.5397417503586801
0.012364951893687248,0.5593974175035868
0.011625482700765133,0.5717360114777619
0.01100036408752203,0.5837876614060258
0.010440484620630741,0.6047345767575323
0.009891188703477383,0.6285509325681492
0.009362791664898396,0.648493543758967
0.008865438401699066,0.6690100430416069
0.008408243767917156,0.685222381635581
0.00797639787197113,0.7044476327116213
0.007618083152920008,0.7222381635581062
0.007331999950110912,0.7407460545193687
0.007068364880979061,0.7499282639885222
0.006878498941659927,0.7546628407460545
0.006697127595543861,0.7572453371592539
0.0064545609056949615,0.7625538020086083
0.006255754269659519,0.7688665710186514
0.0060742138884961605,0.7760401721664275
0.005903707351535559,0.7813486370157819
0.005694427061825991,0.7923959827833572
0.005502147134393454,0.8001434720229555
0.00534754479303956,0.8018651362984218
0.005189644172787666,0.8068866571018651
0.005056728608906269,0.8071736011477761
0.004997985903173685,0.8032998565279771
0.004889921750873327,0.8070301291248206
0.0047479309141635895,0.8136298421807747
0.004581129644066095,0.8242467718794835
0.004469203297048807,0.8352941176470589
0.004387557506561279,0.8362984218077475
0.0043606809340417385,0.8387374461979914
0.004313944838941097,0.836441893830703
0.004202236887067556,0.8433285509325682
0.004080650396645069,0.8472022955523673
0.00399234751239419,0.8494978479196557
0.003957079723477364,0.8456241032998565
0.00397630175575614,0.842467718794835
0.003942104522138834,0.8440459110473457
0.0038530686870217323,0.8476327116212339
0.0037846784107387066,0.851506456241033
0.003702335525304079,0.8560975609756097
0.0036381776444613934,0.8569583931133429
0.003620373085141182,0.8543758967001435
0.00355398072861135,0.8576757532281205
0.0035486514680087566,0.8571018651362984
0.0035614832304418087,0.8556671449067432
0.003595764748752117,0.8519368723098996
0.003537240670993924,0.8555236728837876
0.0033949001226574183,0.866571018651363
0.0033901366405189037,0.8678622668579627
0.003433018457144499,0.8687230989956959
0.0034215261694043875,0.8661406025824964
0.0033353902399539948,0.8659971305595409
0.003260070225223899,0.8690100430416069
0.0031893018167465925,0.8734576757532281
0.00312992837280035,0.8783357245337159
0.003056540386751294,0.8810616929698709
0.003012322820723057,0.8835007173601148
0.0029766082298010588,0.8850789096126256
0.0029717683792114258,0.8845050215208035
0.003000158118084073,0.8835007173601148
0.003038090653717518,0.8837876614060258
0.003049340331926942,0.8823529411764706
0.0030508190393447876,0.8824964131994261
0.0030221089255064726,0.8822094691535151
0.0029547999147325754,0.8835007173601148
0.0028602061793208122,0.8873744619799139
0.0028172950260341167,0.8878048780487805
0.0028275144286453724,0.8860832137733142
0.002825656672939658,0.887661406025825
0.002797172637656331,0.8906743185078909
0.0027765848208218813,0.8916786226685797
0.0028145506512373686,0.8860832137733142
0.0028991505969315767,0.8803443328550933
0.002870590426027775,0.8812051649928264
0.0027240558993071318,0.8911047345767575
0.0025812010280787945,0.8981348637015782
0.0025257659144699574,0.9030129124820659
0.0025232695043087006,0.9034433285509326
0.0025126757100224495,0.9021520803443328
0.0025770803913474083,0.9017216642754663
0.0026357879396528006,0.8995695839311334
0.0026170394849032164,0.9005738880918222
0.002504876349121332,0.9038737446197992
0.0024584403727203608,0.9027259684361549
0.0024799504317343235,0.9015781922525108
0.002541625639423728,0.9004304160688665
0.0025508629623800516,0.8997130559540889
0.002520389622077346,0.9014347202295553
0.0024915444664657116,0.9012912482065997
0.002463450189679861,0.9024390243902439
0.0024720446672290564,0.9041606886657102
0.002456596354022622,0.9048780487804878
0.0024502072483301163,0.9047345767575323
0.0023954221978783607,0.9050215208034433
0.0023661458399146795,0.9058823529411765
0.002315655816346407,0.9110473457675753
0.002289228141307831,0.912338593974175
0.002259890316054225,0.9129124820659972
0.002269137417897582,0.9126255380200861
0.0023027248680591583,0.9106169296987088
0.002301826374605298,0.9087517934002869
0.0022951983846724033,0.909325681492109
0.0022817119024693966,0.909325681492109
0.0022071092389523983,0.9117647058823529
0.002215596381574869,0.9129124820659972
0.0022602591197937727,0.9096126255380201
0.002217961708083749,0.9116212338593974
0.0021272008307278156,0.9176470588235294
0.00209723599255085,0.9179340028694405
0.002148078288882971,0.9140602582496413
0.0021887491457164288,0.9110473457675753
0.002203048672527075,0.9100430416068866
0.002183753065764904,0.9121951219512195
0.002183922566473484,0.9149210903873745
0.002188260667026043,0.9130559540889527
0.0022405756171792746,0.9076040172166427
0.002295142039656639,0.9040172166427547
0.0022307122126221657,0.9094691535150645
0.0021723893005400896,0.9146341463414634
0.002128409221768379,0.917790530846485
0.00208709086291492,0.9164992826398852
0.0021212338469922543,0.9131994261119082
0.002169204642996192,0.909325681492109
0.0022196078207343817,0.9098995695839311
0.002107357606291771,0.9164992826398852
0.002015363657847047,0.9229555236728838
0.00202368781901896,0.9242467718794835
0.0020908056758344173,0.9189383070301291
0.0022087644319981337,0.9100430416068866
0.0022214227356016636,0.909325681492109
0.002148933010175824,0.9121951219512195
0.0020587125327438116,0.9163558106169297
0.0019261258421465755,0.9246771879483501
0.0019013806013390422,0.926829268292683
0.0019544579554349184,0.9219512195121952
0.001967159565538168,0.9193687230989956
0.0019260089611634612,0.9233859397417503
0.0018807525048032403,0.9253945480631277
0.0019438589224591851,0.9238163558106169
0.0020614475943148136,0.9172166427546629
0.0020011523738503456,0.9196556671449068
0.0019122608937323093,0.9243902439024391
0.0018775895005092025,0.9272596843615495
0.0018856360111385584,0.9251076040172166
0.00191039452329278,0.9226685796269728
0.0019323504529893398,0.9203730272596844
0.0018956720596179366,0.9219512195121952
0.0018599019385874271,0.9252510760401722
0.0018239362398162484,0.927116212338594
0.001817295211367309,0.9276901004304161
0.0018372338963672519,0.9263988522238163
0.0018679890781641006,0.9258249641319942
0.001885966514237225,0.9242467718794835
0.0018468678463250399,0.9263988522238163
0.0018022077856585383,0.930416068866571
0.0017620736034587026,0.930416068866571
0.0018103831680491567,0.9286944045911047
0.0018031883519142866,0.9296987087517934
0.0018229527631774545,0.9317073170731708
0.001922084717079997,0.927403156384505
0.001946900854818523,0.9251076040172166
0.001972445985302329,0.9235294117647059
0.0019838078878819942,0.9212338593974175
0.001970988232642412,0.9226685796269728
0.001901493757031858,0.9258249641319942
0.0017981394194066525,0.9292682926829269
0.0017426529666408896,0.9319942611190818
0.0017936162184923887,0.9308464849354375
0.0018921244191005826,0.9239598278335724
0.0019601637031883,0.9195121951219513
0.0019679677207022905,0.9195121951219513
0.0019085879903286695,0.9236728837876614
0.001854240894317627,0.9258249641319942
0.0017852234886959195,0.9269727403156385
0.0017561784479767084,0.9281205164992826
0.0016966202529147267,0.9322812051649928
0.001672882353886962,0.9331420373027259
0.0016898177564144135,0.9315638450502152
0.0016986689297482371,0.9308464849354375
0.0016999590443447232,0.9322812051649928
0.0016923670191317797,0.9342898134863702
0.0017243040492758155,0.933428981348637
0.0017300242325291038,0.9337159253945481
0.001733112963847816,0.9337159253945481
0.0016810107044875622,0.936154949784792
0.001629141392186284,0.9367288378766141
0.0016177566722035408,0.9352941176470588
0.001613960019312799,0.9357245337159253
0.001591885113157332,0.9375896700143472
0.0016232719644904137,0.9377331420373027
0.0016038806643337011,0.9368723098995696
0.0015782034024596214,0.9377331420373027
0.001552347093820572,0.939167862266858
0.0015109191881492734,0.9395982783357245
0.0015007974579930305,0.939167862266858
0.001503571169450879,0.9407460545193688
0.0015214289305731654,0.9410329985652798
0.0015570810064673424,0.9388809182209469
0.001567556639201939,0.9383070301291249
0.0015669971471652389,0.9370157819225251
0.0015599696198478341,0.9398852223816356
0.0015573444543406367,0.9411764705882353
0.0015884049935266376,0.9414634146341463
0.0016494675073772669,0.9370157819225251
0.001680429675616324,0.9342898134863702
0.0016327478224411607,0.9390243902439024
0.0015398500254377723,0.9404591104734576
0.0014611907536163926,0.9433285509325682
0.0014016831992194057,0.9447632711621234
0.001452983939088881,0.9416068866571019
0.0015293258475139737,0.9374461979913917
0.0015419943956658244,0.9367288378766141
0.0014947736635804176,0.9373027259684361
0.0014624855248257518,0.9388809182209469
0.0014592916704714298,0.9407460545193688
0.0014521076809614897,0.9430416068866571
0.0014504669234156609,0.9433285509325682
0.001443300279788673,0.9433285509325682
0.0014479018282145262,0.942754662840746
0.0014349156990647316,0.9440459110473458
0.0014169174246490002,0.9446197991391678
0.0014086118899285793,0.9434720229555237
0.0013989272993057966,0.9434720229555237
0.0013783654430881143,0.9443328550932568
0.0013956675538793206,0.9439024390243902
0.0014385977992787957,0.9401721664275466
0.001471019466407597,0.9385939741750359
0.0014969505136832595,0.9371592539454806
0.0014940537512302399,0.9373027259684361
0.0014644210459664464,0.9401721664275466
0.0014177884440869093,0.9414634146341463
0.0013589158188551664,0.944906743185079
0.0013476192252710462,0.9470588235294117
0.0013684371951967478,0.9483500717360115
0.0013714950764551759,0.9472022955523672
0.0013998151989653707,0.9463414634146341
0.00137993972748518,0.9469153515064562
0.0013452310813590884,0.9477761836441894
0.001343202660791576,0.9490674318507891
0.0013720160350203514,0.9476327116212339
0.0013855163706466556,0.9464849354375897
0.0013865325599908829,0.9456241032998566
0.0013528495328500867,0.9472022955523672
0.0013150774175301194,0.948780487804878
0.001266920124180615,0.9507890961262554
0.001270526903681457,0.9499282639885223
0.0013073805021122098,0.948206599713056
0.0012990960385650396,0.9496413199426111
0.0013039958430454135,0.9493543758967001
0.0012597604654729366,0.948780487804878
0.0013275712262839079,0.9464849354375897
0.001547526684589684,0.9352941176470588
0.0018069386715069413,0.9248206599713056
0.0017156031681224704,0.9294117647058824
